sku_id,date,sales_units,promo_flag,category
SKU_001,2024-05-15,197,False,Category_2
SKU_001,2024-05-16,289,False,Category_2
SKU_001,2024-05-17,342,True,Category_2
SKU_001,2024-05-18,247,False,Category_2
SKU_001,2024-05-19,281,False,Category_2
SKU_001,2024-05-20,246,False,Category_2
SKU_001,2024-05-21,255,False,Category_2
SKU_001,2024-05-22,280,False,Category_2
SKU_001,2024-05-23,228,False,Category_2
SKU_001,2024-05-24,223,False,Category_2
SKU_001,2024-05-25,278,False,Category_2
SKU_001,2024-05-26,269,False,Category_2
SKU_001,2024-05-27,262,False,Category_2
SKU_001,2024-05-28,228,False,Category_2
SKU_001,2024-05-29,371,True,Category_2
SKU_001,2024-05-30,308,False,Category_2
SKU_001,2024-05-31,235,False,Category_2
SKU_001,2024-06-01,288,False,Category_2
SKU_001,2024-06-02,303,False,Category_2
SKU_001,2024-06-03,206,False,Category_2
SKU_001,2024-06-04,234,False,Category_2
SKU_001,2024-06-05,254,False,Category_2
SKU_001,2024-06-06,237,False,Category_2
SKU_001,2024-06-07,206,False,Category_2
SKU_001,2024-06-08,252,False,Category_2
SKU_001,2024-06-09,228,False,Category_2
SKU_001,2024-06-10,248,False,Category_2
SKU_001,2024-06-11,197,False,Category_2
SKU_001,2024-06-12,250,False,Category_2
SKU_001,2024-06-13,296,True,Category_2
SKU_001,2024-06-14,249,False,Category_2
SKU_001,2024-06-15,274,False,Category_2
SKU_001,2024-06-16,259,False,Category_2
SKU_001,2024-06-17,257,False,Category_2
SKU_001,2024-06-18,252,False,Category_2
SKU_001,2024-06-19,225,False,Category_2
SKU_001,2024-06-20,181,False,Category_2
SKU_001,2024-06-21,229,False,Category_2
SKU_001,2024-06-22,225,False,Category_2
SKU_001,2024-06-23,269,False,Category_2
SKU_001,2024-06-24,162,False,Category_2
SKU_001,2024-06-25,196,False,Category_2
SKU_001,2024-06-26,302,True,Category_2
SKU_001,2024-06-27,297,True,Category_2
SKU_001,2024-06-28,225,False,Category_2
SKU_001,2024-06-29,212,False,Category_2
SKU_001,2024-06-30,162,False,Category_2
SKU_001,2024-07-01,225,False,Category_2
SKU_001,2024-07-02,366,True,Category_2
SKU_001,2024-07-03,290,True,Category_2
SKU_001,2024-07-04,306,True,Category_2
SKU_001,2024-07-05,204,False,Category_2
SKU_001,2024-07-06,414,True,Category_2
SKU_001,2024-07-07,256,False,Category_2
SKU_001,2024-07-08,204,False,Category_2
SKU_001,2024-07-09,166,False,Category_2
SKU_001,2024-07-10,185,False,Category_2
SKU_001,2024-07-11,192,False,Category_2
SKU_001,2024-07-12,168,False,Category_2
SKU_001,2024-07-13,234,False,Category_2
SKU_001,2024-07-14,222,False,Category_2
SKU_001,2024-07-15,184,False,Category_2
SKU_001,2024-07-16,221,False,Category_2
SKU_001,2024-07-17,171,False,Category_2
SKU_001,2024-07-18,163,False,Category_2
SKU_001,2024-07-19,210,False,Category_2
SKU_001,2024-07-20,177,False,Category_2
SKU_001,2024-07-21,230,False,Category_2
SKU_001,2024-07-22,194,False,Category_2
SKU_001,2024-07-23,170,False,Category_2
SKU_001,2024-07-24,135,False,Category_2
SKU_001,2024-07-25,303,True,Category_2
SKU_001,2024-07-26,172,False,Category_2
SKU_001,2024-07-27,308,True,Category_2
SKU_001,2024-07-28,312,True,Category_2
SKU_001,2024-07-29,189,False,Category_2
SKU_001,2024-07-30,154,False,Category_2
SKU_001,2024-07-31,240,True,Category_2
SKU_001,2024-08-01,155,False,Category_2
SKU_001,2024-08-02,292,True,Category_2
SKU_001,2024-08-03,284,True,Category_2
SKU_001,2024-08-04,199,False,Category_2
SKU_001,2024-08-05,157,False,Category_2
SKU_001,2024-08-06,174,False,Category_2
SKU_001,2024-08-07,149,False,Category_2
SKU_001,2024-08-08,152,False,Category_2
SKU_001,2024-08-09,142,False,Category_2
SKU_001,2024-08-10,230,False,Category_2
SKU_001,2024-08-11,166,False,Category_2
SKU_001,2024-08-12,284,True,Category_2
SKU_001,2024-08-13,133,False,Category_2
SKU_001,2024-08-14,163,False,Category_2
SKU_001,2024-08-15,176,False,Category_2
SKU_001,2024-08-16,236,True,Category_2
SKU_001,2024-08-17,219,False,Category_2
SKU_001,2024-08-18,177,False,Category_2
SKU_001,2024-08-19,179,False,Category_2
SKU_001,2024-08-20,159,False,Category_2
SKU_001,2024-08-21,148,False,Category_2
SKU_001,2024-08-22,157,False,Category_2
SKU_001,2024-08-23,166,False,Category_2
SKU_001,2024-08-24,159,False,Category_2
SKU_001,2024-08-25,172,False,Category_2
SKU_001,2024-08-26,139,False,Category_2
SKU_001,2024-08-27,141,False,Category_2
SKU_001,2024-08-28,151,False,Category_2
SKU_001,2024-08-29,144,False,Category_2
SKU_001,2024-08-30,246,True,Category_2
SKU_001,2024-08-31,169,False,Category_2
SKU_001,2024-09-01,186,False,Category_2
SKU_001,2024-09-02,168,False,Category_2
SKU_001,2024-09-03,156,False,Category_2
SKU_001,2024-09-04,248,True,Category_2
SKU_001,2024-09-05,150,False,Category_2
SKU_001,2024-09-06,147,False,Category_2
SKU_001,2024-09-07,160,False,Category_2
SKU_001,2024-09-08,177,False,Category_2
SKU_001,2024-09-09,158,False,Category_2
SKU_001,2024-09-10,143,False,Category_2
SKU_001,2024-09-11,158,False,Category_2
SKU_001,2024-09-12,153,False,Category_2
SKU_001,2024-09-13,146,False,Category_2
SKU_001,2024-09-14,164,False,Category_2
SKU_001,2024-09-15,140,False,Category_2
SKU_001,2024-09-16,156,False,Category_2
SKU_001,2024-09-17,117,False,Category_2
SKU_001,2024-09-18,164,False,Category_2
SKU_001,2024-09-19,131,False,Category_2
SKU_001,2024-09-20,166,False,Category_2
SKU_001,2024-09-21,172,False,Category_2
SKU_001,2024-09-22,176,False,Category_2
SKU_001,2024-09-23,123,False,Category_2
SKU_001,2024-09-24,123,False,Category_2
SKU_001,2024-09-25,111,False,Category_2
SKU_001,2024-09-26,148,False,Category_2
SKU_001,2024-09-27,124,False,Category_2
SKU_001,2024-09-28,150,False,Category_2
SKU_001,2024-09-29,171,False,Category_2
SKU_001,2024-09-30,169,False,Category_2
SKU_001,2024-10-01,215,True,Category_2
SKU_001,2024-10-02,130,False,Category_2
SKU_001,2024-10-03,140,False,Category_2
SKU_001,2024-10-04,142,False,Category_2
SKU_001,2024-10-05,165,False,Category_2
SKU_001,2024-10-06,172,False,Category_2
SKU_001,2024-10-07,154,False,Category_2
SKU_001,2024-10-08,148,False,Category_2
SKU_001,2024-10-09,136,False,Category_2
SKU_001,2024-10-10,154,False,Category_2
SKU_001,2024-10-11,131,False,Category_2
SKU_001,2024-10-12,180,False,Category_2
SKU_001,2024-10-13,172,False,Category_2
SKU_001,2024-10-14,130,False,Category_2
SKU_001,2024-10-15,112,False,Category_2
SKU_001,2024-10-16,137,False,Category_2
SKU_001,2024-10-17,166,False,Category_2
SKU_001,2024-10-18,152,False,Category_2
SKU_001,2024-10-19,138,False,Category_2
SKU_001,2024-10-20,192,False,Category_2
SKU_001,2024-10-21,124,False,Category_2
SKU_001,2024-10-22,154,False,Category_2
SKU_001,2024-10-23,136,False,Category_2
SKU_001,2024-10-24,127,False,Category_2
SKU_001,2024-10-25,223,True,Category_2
SKU_001,2024-10-26,192,False,Category_2
SKU_001,2024-10-27,176,False,Category_2
SKU_001,2024-10-28,154,False,Category_2
SKU_001,2024-10-29,152,False,Category_2
SKU_001,2024-10-30,175,False,Category_2
SKU_001,2024-10-31,135,False,Category_2
SKU_001,2024-11-01,159,False,Category_2
SKU_001,2024-11-02,198,False,Category_2
SKU_001,2024-11-03,195,False,Category_2
SKU_001,2024-11-04,148,False,Category_2
SKU_001,2024-11-05,159,False,Category_2
SKU_001,2024-11-06,184,False,Category_2
SKU_001,2024-11-07,123,False,Category_2
SKU_001,2024-11-08,145,False,Category_2
SKU_001,2024-11-09,190,False,Category_2
SKU_001,2024-11-10,185,False,Category_2
SKU_001,2024-11-11,140,False,Category_2
SKU_001,2024-11-12,221,True,Category_2
SKU_001,2024-11-13,271,True,Category_2
SKU_001,2024-11-14,225,True,Category_2
SKU_001,2024-11-15,139,False,Category_2
SKU_001,2024-11-16,201,False,Category_2
SKU_001,2024-11-17,205,False,Category_2
SKU_001,2024-11-18,151,False,Category_2
SKU_001,2024-11-19,226,True,Category_2
SKU_001,2024-11-20,176,False,Category_2
SKU_001,2024-11-21,135,False,Category_2
SKU_001,2024-11-22,173,False,Category_2
SKU_001,2024-11-23,204,False,Category_2
SKU_001,2024-11-24,238,False,Category_2
SKU_001,2024-11-25,140,False,Category_2
SKU_001,2024-11-26,155,False,Category_2
SKU_001,2024-11-27,169,False,Category_2
SKU_001,2024-11-28,137,False,Category_2
SKU_001,2024-11-29,157,False,Category_2
SKU_001,2024-11-30,240,False,Category_2
SKU_001,2024-12-01,308,True,Category_2
SKU_001,2024-12-02,187,False,Category_2
SKU_001,2024-12-03,191,False,Category_2
SKU_001,2024-12-04,186,False,Category_2
SKU_001,2024-12-05,159,False,Category_2
SKU_001,2024-12-06,178,False,Category_2
SKU_001,2024-12-07,193,False,Category_2
SKU_001,2024-12-08,215,False,Category_2
SKU_001,2024-12-09,224,False,Category_2
SKU_001,2024-12-10,206,False,Category_2
SKU_001,2024-12-11,172,False,Category_2
SKU_001,2024-12-12,213,False,Category_2
SKU_001,2024-12-13,193,False,Category_2
SKU_001,2024-12-14,218,False,Category_2
SKU_001,2024-12-15,229,False,Category_2
SKU_001,2024-12-16,302,True,Category_2
SKU_001,2024-12-17,159,False,Category_2
SKU_001,2024-12-18,183,False,Category_2
SKU_001,2024-12-19,181,False,Category_2
SKU_001,2024-12-20,213,False,Category_2
SKU_001,2024-12-21,245,False,Category_2
SKU_001,2024-12-22,223,False,Category_2
SKU_001,2024-12-23,184,False,Category_2
SKU_001,2024-12-24,185,False,Category_2
SKU_001,2024-12-25,214,False,Category_2
SKU_001,2024-12-26,165,False,Category_2
SKU_001,2024-12-27,225,False,Category_2
SKU_001,2024-12-28,249,False,Category_2
SKU_001,2024-12-29,271,False,Category_2
SKU_001,2024-12-30,254,True,Category_2
SKU_001,2024-12-31,145,False,Category_2
SKU_001,2025-01-01,212,False,Category_2
SKU_001,2025-01-02,172,False,Category_2
SKU_001,2025-01-03,226,False,Category_2
SKU_001,2025-01-04,230,False,Category_2
SKU_001,2025-01-05,375,True,Category_2
SKU_001,2025-01-06,177,False,Category_2
SKU_001,2025-01-07,232,False,Category_2
SKU_001,2025-01-08,214,False,Category_2
SKU_001,2025-01-09,188,False,Category_2
SKU_001,2025-01-10,188,False,Category_2
SKU_001,2025-01-11,241,False,Category_2
SKU_001,2025-01-12,286,False,Category_2
SKU_001,2025-01-13,238,False,Category_2
SKU_001,2025-01-14,207,False,Category_2
SKU_001,2025-01-15,222,False,Category_2
SKU_001,2025-01-16,258,False,Category_2
SKU_001,2025-01-17,254,False,Category_2
SKU_001,2025-01-18,264,False,Category_2
SKU_001,2025-01-19,268,False,Category_2
SKU_001,2025-01-20,218,False,Category_2
SKU_001,2025-01-21,382,True,Category_2
SKU_001,2025-01-22,227,False,Category_2
SKU_001,2025-01-23,219,False,Category_2
SKU_001,2025-01-24,249,False,Category_2
SKU_001,2025-01-25,273,False,Category_2
SKU_001,2025-01-26,235,False,Category_2
SKU_001,2025-01-27,251,False,Category_2
SKU_001,2025-01-28,234,False,Category_2
SKU_001,2025-01-29,389,True,Category_2
SKU_001,2025-01-30,362,True,Category_2
SKU_001,2025-01-31,226,False,Category_2
SKU_001,2025-02-01,250,False,Category_2
SKU_001,2025-02-02,319,False,Category_2
SKU_001,2025-02-03,253,False,Category_2
SKU_001,2025-02-04,244,False,Category_2
SKU_001,2025-02-05,386,True,Category_2
SKU_001,2025-02-06,202,False,Category_2
SKU_001,2025-02-07,266,False,Category_2
SKU_001,2025-02-08,321,False,Category_2
SKU_001,2025-02-09,269,False,Category_2
SKU_001,2025-02-10,232,False,Category_2
SKU_001,2025-02-11,372,True,Category_2
SKU_001,2025-02-12,210,False,Category_2
SKU_001,2025-02-13,240,False,Category_2
SKU_001,2025-02-14,265,False,Category_2
SKU_001,2025-02-15,325,False,Category_2
SKU_001,2025-02-16,265,False,Category_2
SKU_001,2025-02-17,438,True,Category_2
SKU_001,2025-02-18,274,False,Category_2
SKU_001,2025-02-19,276,False,Category_2
SKU_001,2025-02-20,248,False,Category_2
SKU_001,2025-02-21,283,False,Category_2
SKU_001,2025-02-22,354,False,Category_2
SKU_001,2025-02-23,300,False,Category_2
SKU_001,2025-02-24,228,False,Category_2
SKU_001,2025-02-25,228,False,Category_2
SKU_001,2025-02-26,249,False,Category_2
SKU_001,2025-02-27,311,False,Category_2
SKU_001,2025-02-28,289,False,Category_2
SKU_001,2025-03-01,289,False,Category_2
SKU_001,2025-03-02,309,False,Category_2
SKU_001,2025-03-03,249,False,Category_2
SKU_001,2025-03-04,276,False,Category_2
SKU_001,2025-03-05,252,False,Category_2
SKU_001,2025-03-06,379,True,Category_2
SKU_001,2025-03-07,271,False,Category_2
SKU_001,2025-03-08,254,False,Category_2
SKU_001,2025-03-09,305,False,Category_2
SKU_001,2025-03-10,396,True,Category_2
SKU_001,2025-03-11,264,False,Category_2
SKU_001,2025-03-12,246,False,Category_2
SKU_001,2025-03-13,318,False,Category_2
SKU_001,2025-03-14,302,False,Category_2
SKU_001,2025-03-15,289,False,Category_2
SKU_001,2025-03-16,514,True,Category_2
SKU_001,2025-03-17,245,False,Category_2
SKU_001,2025-03-18,266,False,Category_2
SKU_001,2025-03-19,467,True,Category_2
SKU_001,2025-03-20,279,False,Category_2
SKU_001,2025-03-21,295,False,Category_2
SKU_001,2025-03-22,472,True,Category_2
SKU_001,2025-03-23,314,False,Category_2
SKU_001,2025-03-24,254,False,Category_2
SKU_001,2025-03-25,265,False,Category_2
SKU_001,2025-03-26,229,False,Category_2
SKU_001,2025-03-27,330,False,Category_2
SKU_001,2025-03-28,240,False,Category_2
SKU_001,2025-03-29,334,False,Category_2
SKU_001,2025-03-30,335,False,Category_2
SKU_001,2025-03-31,283,False,Category_2
SKU_001,2025-04-01,320,False,Category_2
SKU_001,2025-04-02,271,False,Category_2
SKU_001,2025-04-03,240,False,Category_2
SKU_001,2025-04-04,334,False,Category_2
SKU_001,2025-04-05,249,False,Category_2
SKU_001,2025-04-06,274,False,Category_2
SKU_001,2025-04-07,315,False,Category_2
SKU_001,2025-04-08,274,False,Category_2
SKU_001,2025-04-09,288,False,Category_2
SKU_001,2025-04-10,256,False,Category_2
SKU_001,2025-04-11,375,True,Category_2
SKU_001,2025-04-12,276,False,Category_2
SKU_001,2025-04-13,395,False,Category_2
SKU_001,2025-04-14,244,False,Category_2
SKU_001,2025-04-15,253,False,Category_2
SKU_001,2025-04-16,243,False,Category_2
SKU_001,2025-04-17,260,False,Category_2
SKU_001,2025-04-18,256,False,Category_2
SKU_001,2025-04-19,332,False,Category_2
SKU_001,2025-04-20,542,True,Category_2
SKU_001,2025-04-21,351,True,Category_2
SKU_001,2025-04-22,251,False,Category_2
SKU_001,2025-04-23,409,True,Category_2
SKU_001,2025-04-24,218,False,Category_2
SKU_001,2025-04-25,418,True,Category_2
SKU_001,2025-04-26,315,False,Category_2
SKU_001,2025-04-27,303,False,Category_2
SKU_001,2025-04-28,239,False,Category_2
SKU_001,2025-04-29,252,False,Category_2
SKU_001,2025-04-30,363,True,Category_2
SKU_001,2025-05-01,266,False,Category_2
SKU_001,2025-05-02,267,False,Category_2
SKU_001,2025-05-03,380,False,Category_2
SKU_001,2025-05-04,318,False,Category_2
SKU_001,2025-05-05,309,True,Category_2
SKU_001,2025-05-06,331,False,Category_2
SKU_001,2025-05-07,307,False,Category_2
SKU_001,2025-05-08,234,False,Category_2
SKU_001,2025-05-09,194,False,Category_2
SKU_001,2025-05-10,273,False,Category_2
SKU_001,2025-05-11,445,True,Category_2
SKU_001,2025-05-12,243,False,Category_2
SKU_001,2025-05-13,223,False,Category_2
SKU_001,2025-05-14,225,False,Category_2
SKU_001,2025-05-15,371,True,Category_2
SKU_001,2025-05-16,230,False,Category_2
SKU_001,2025-05-17,320,False,Category_2
SKU_001,2025-05-18,293,False,Category_2
SKU_001,2025-05-19,270,False,Category_2
SKU_001,2025-05-20,245,False,Category_2
SKU_001,2025-05-21,232,False,Category_2
SKU_001,2025-05-22,254,False,Category_2
SKU_001,2025-05-23,318,True,Category_2
SKU_001,2025-05-24,265,False,Category_2
SKU_001,2025-05-25,259,False,Category_2
SKU_001,2025-05-26,377,True,Category_2
SKU_001,2025-05-27,261,False,Category_2
SKU_001,2025-05-28,233,False,Category_2
SKU_001,2025-05-29,240,False,Category_2
SKU_001,2025-05-30,230,False,Category_2
SKU_001,2025-05-31,257,False,Category_2
SKU_001,2025-06-01,302,False,Category_2
SKU_001,2025-06-02,246,False,Category_2
SKU_001,2025-06-03,186,False,Category_2
SKU_001,2025-06-04,220,False,Category_2
SKU_001,2025-06-05,213,False,Category_2
SKU_001,2025-06-06,219,False,Category_2
SKU_001,2025-06-07,302,False,Category_2
SKU_001,2025-06-08,255,False,Category_2
SKU_001,2025-06-09,353,True,Category_2
SKU_001,2025-06-10,234,False,Category_2
SKU_001,2025-06-11,209,False,Category_2
SKU_001,2025-06-12,208,False,Category_2
SKU_001,2025-06-13,263,False,Category_2
SKU_001,2025-06-14,247,False,Category_2
SKU_001,2025-06-15,258,False,Category_2
SKU_001,2025-06-16,205,False,Category_2
SKU_001,2025-06-17,232,False,Category_2
SKU_001,2025-06-18,230,False,Category_2
SKU_001,2025-06-19,213,False,Category_2
SKU_001,2025-06-20,241,False,Category_2
SKU_001,2025-06-21,258,False,Category_2
SKU_001,2025-06-22,235,False,Category_2
SKU_001,2025-06-23,226,False,Category_2
SKU_001,2025-06-24,218,False,Category_2
SKU_001,2025-06-25,320,True,Category_2
SKU_001,2025-06-26,200,False,Category_2
SKU_001,2025-06-27,238,False,Category_2
SKU_001,2025-06-28,270,False,Category_2
SKU_001,2025-06-29,266,False,Category_2
SKU_001,2025-06-30,213,False,Category_2
SKU_001,2025-07-01,237,False,Category_2
SKU_001,2025-07-02,193,False,Category_2
SKU_001,2025-07-03,190,False,Category_2
SKU_001,2025-07-04,231,False,Category_2
SKU_001,2025-07-05,178,False,Category_2
SKU_001,2025-07-06,373,True,Category_2
SKU_001,2025-07-07,191,False,Category_2
SKU_001,2025-07-08,227,False,Category_2
SKU_001,2025-07-09,223,False,Category_2
SKU_001,2025-07-10,182,False,Category_2
SKU_001,2025-07-11,183,False,Category_2
SKU_001,2025-07-12,293,True,Category_2
SKU_001,2025-07-13,272,False,Category_2
SKU_001,2025-07-14,226,False,Category_2
SKU_001,2025-07-15,271,True,Category_2
SKU_001,2025-07-16,203,False,Category_2
SKU_001,2025-07-17,314,True,Category_2
SKU_001,2025-07-18,189,False,Category_2
SKU_001,2025-07-19,231,False,Category_2
SKU_001,2025-07-20,223,False,Category_2
SKU_001,2025-07-21,165,False,Category_2
SKU_001,2025-07-22,170,False,Category_2
SKU_001,2025-07-23,239,True,Category_2
SKU_001,2025-07-24,180,False,Category_2
SKU_001,2025-07-25,164,False,Category_2
SKU_001,2025-07-26,202,False,Category_2
SKU_001,2025-07-27,351,True,Category_2
SKU_001,2025-07-28,186,False,Category_2
SKU_001,2025-07-29,157,False,Category_2
SKU_001,2025-07-30,179,False,Category_2
SKU_001,2025-07-31,174,False,Category_2
SKU_001,2025-08-01,200,False,Category_2
SKU_001,2025-08-02,233,False,Category_2
SKU_001,2025-08-03,229,False,Category_2
SKU_001,2025-08-04,178,False,Category_2
SKU_001,2025-08-05,179,False,Category_2
SKU_001,2025-08-06,200,False,Category_2
SKU_001,2025-08-07,156,False,Category_2
SKU_001,2025-08-08,165,False,Category_2
SKU_001,2025-08-09,210,False,Category_2
SKU_001,2025-08-10,227,False,Category_2
SKU_001,2025-08-11,137,False,Category_2
SKU_001,2025-08-12,179,False,Category_2
SKU_001,2025-08-13,158,False,Category_2
SKU_001,2025-08-14,177,False,Category_2
SKU_001,2025-08-15,168,False,Category_2
SKU_001,2025-08-16,152,False,Category_2
SKU_001,2025-08-17,164,False,Category_2
SKU_001,2025-08-18,150,False,Category_2
SKU_001,2025-08-19,227,True,Category_2
SKU_001,2025-08-20,161,False,Category_2
SKU_001,2025-08-21,161,False,Category_2
SKU_001,2025-08-22,171,False,Category_2
SKU_001,2025-08-23,242,False,Category_2
SKU_001,2025-08-24,190,False,Category_2
SKU_001,2025-08-25,151,False,Category_2
SKU_001,2025-08-26,146,False,Category_2
SKU_001,2025-08-27,241,True,Category_2
SKU_001,2025-08-28,168,False,Category_2
SKU_001,2025-08-29,131,False,Category_2
SKU_001,2025-08-30,152,False,Category_2
SKU_001,2025-08-31,193,False,Category_2
SKU_001,2025-09-01,138,False,Category_2
SKU_001,2025-09-02,128,False,Category_2
SKU_001,2025-09-03,169,False,Category_2
SKU_001,2025-09-04,146,False,Category_2
SKU_001,2025-09-05,136,False,Category_2
SKU_001,2025-09-06,203,False,Category_2
SKU_001,2025-09-07,207,False,Category_2
SKU_001,2025-09-08,126,False,Category_2
SKU_001,2025-09-09,161,False,Category_2
SKU_001,2025-09-10,145,False,Category_2
SKU_001,2025-09-11,143,False,Category_2
SKU_001,2025-09-12,133,False,Category_2
SKU_001,2025-09-13,159,False,Category_2
SKU_001,2025-09-14,162,False,Category_2
SKU_001,2025-09-15,115,False,Category_2
SKU_001,2025-09-16,262,True,Category_2
SKU_001,2025-09-17,125,False,Category_2
SKU_001,2025-09-18,124,False,Category_2
SKU_001,2025-09-19,121,False,Category_2
SKU_001,2025-09-20,196,False,Category_2
SKU_001,2025-09-21,173,False,Category_2
SKU_001,2025-09-22,144,False,Category_2
SKU_001,2025-09-23,157,False,Category_2
SKU_001,2025-09-24,124,False,Category_2
SKU_001,2025-09-25,150,False,Category_2
